Text	POS	Dep	Head
l'	DET	det	homme
homme	NOUN	nsubj	rapproché
s'	PRON	expl:comp	rapproché
est	AUX	cop	rapproché
le	DET	det	rapproché
plus	ADV	advmod	rapproché
rapproché	ADJ	ccomp	créant
du	ADP	case	Créateur
Créateur	NOUN	nmod	rapproché
!	PUNCT	punct	créant
--Très	NUM	ROOT	--Très
bien	ADV	fixed	--Très
!	PUNCT	punct	--Très
dit	VERB	ROOT	dit
le	DET	det	major
major	NOUN	obj	dit
Elphiston	PROPN	nmod	major
.	PUNCT	punct	dit
--En	ADJ	amod	effet
effet	NOUN	obl:mod	écria
,	PUNCT	punct	écria
s'	PRON	expl:comp	écria
écria	VERB	ROOT	écria
l'	DET	det	orateur
orateur	NOUN	obj	écria
,	PUNCT	punct	écria
si	SCONJ	mark	fait
Dieu	PROPN	nsubj	fait
a	AUX	aux:tense	fait
fait	VERB	advcl	fait
les	DET	det	étoiles
étoiles	NOUN	obj	fait
et	CCONJ	cc	planètes
les	DET	det	planètes
planètes	NOUN	conj	étoiles
,	PUNCT	punct	fait
l'	DET	det	homme
homme	NOUN	nsubj	fait
a	AUX	aux:tense	fait
fait	VERB	parataxis	écria
le	DET	det	boulet
boulet	NOUN	obj	fait
,	PUNCT	punct	fait
ce	DET	det	critérium
critérium	NOUN	obj	fait
des	ADP	case	vitesses
vitesses	NOUN	nmod	critérium
terrestres	ADJ	amod	vitesses
,	PUNCT	punct	fait
cette	DET	det	réduction
réduction	NOUN	dep	,
des	ADP	case	astres
astres	NOUN	nmod	réduction
errant	VERB	amod	astres
dans	ADP	case	espace
l'	DET	det	espace
espace	NOUN	obl:arg	errant
,	PUNCT	punct	réduction
et	CCONJ	cc	sont
qui	PRON	nsubj	sont
ne	ADV	advmod	sont
sont	VERB	conj	réduction
,	PUNCT	punct	sont
à	ADP	case	vrai
vrai	ADV	mark	dire
dire	VERB	advcl	sont
,	PUNCT	punct	projectiles
que	SCONJ	advmod	projectiles
des	DET	det	projectiles
projectiles	NOUN	conj	sont
!	PUNCT	punct	écria
A	NOUN	case	Dieu
Dieu	PROPN	ROOT	Dieu
la	DET	det	vitesse
vitesse	NOUN	obj	Dieu
de	ADP	case	électricité
l'	DET	det	électricité
électricité	NOUN	nmod	vitesse
,	PUNCT	punct	vitesse
la	DET	det	vitesse
vitesse	NOUN	conj	vitesse
de	ADP	case	lumière
la	DET	det	lumière
lumière	NOUN	nmod	vitesse
,	PUNCT	punct	vitesse
la	DET	det	vitesse
vitesse	NOUN	conj	vitesse
des	ADP	case	étoiles
étoiles	NOUN	nmod	vitesse
,	PUNCT	punct	vitesse
la	DET	det	vitesse
vitesse	NOUN	conj	vitesse
des	ADP	case	comètes
comètes	NOUN	nmod	vitesse
,	PUNCT	punct	vitesse
la	DET	det	vitesse
vitesse	NOUN	conj	vitesse
des	ADP	case	planètes
planètes	NOUN	nmod	vitesse
,	PUNCT	punct	vitesse
la	DET	det	vitesse
vitesse	NOUN	conj	vitesse
des	ADP	case	satellites
satellites	NOUN	nmod	vitesse
,	PUNCT	punct	vitesse
la	DET	det	vitesse
vitesse	NOUN	conj	vitesse
du	ADP	case	son
son	NOUN	nmod	vitesse
,	PUNCT	punct	vitesse
la	DET	det	vitesse
vitesse	NOUN	conj	vitesse
du	ADP	case	vent
vent	NOUN	nmod	vitesse
!	PUNCT	punct	Dieu
Mais	CCONJ	cc	vitesse
à	ADP	case	vitesse
nous	PRON	nsubj	vitesse
la	DET	det	vitesse
vitesse	NOUN	ROOT	vitesse
du	ADP	case	boulet
boulet	NOUN	nmod	vitesse
,	PUNCT	punct	vitesse
cent	NUM	nummod	fois
fois	NOUN	nmod	vitesse
supérieure	ADJ	amod	fois
à	ADP	case	vitesse
la	DET	det	vitesse
vitesse	NOUN	obl:arg	supérieure
des	ADP	case	trains
trains	NOUN	nmod	vitesse
et	CCONJ	cc	chevaux
des	DET	det	chevaux
chevaux	NOUN	conj	trains
les	DET	det	rapides
plus	ADV	advmod	rapides
rapides	NOUN	nmod	vitesse
!	PUNCT	punct	vitesse
»	PUNCT	ROOT	»
J.-T.	PROPN	nsubj:pass	transporté
Maston	PROPN	flat:name	J.-T.
était	AUX	aux:pass	transporté
transporté	VERB	ROOT	transporté
;	PUNCT	punct	transporté
sa	DET	det	voix
voix	NOUN	nsubj	prenait
prenait	VERB	ROOT	prenait
des	DET	det	accents
accents	NOUN	obl:arg	prenait
lyriques	ADJ	amod	accents
en	ADP	mark	chantant
chantant	VERB	advcl	lyriques
cet	DET	det	hymne
hymne	NOUN	obj	chantant
sacré	VERB	acl	hymne
du	ADP	case	boulet
boulet	NOUN	obl:arg	sacré
.	PUNCT	punct	prenait
«	PUNCT	ROOT	«
Voulez	PROPN	ROOT	Voulez
-vous	PRON	dep	Voulez
des	DET	det	chiffres
chiffres	NOUN	obj	Voulez
?	PUNCT	punct	Voulez
reprit	VERB	ROOT	reprit
-il	PRON	dep	reprit
,	PUNCT	punct	reprit
en	ADP	case	voilà
voilà	NOUN	advcl	reprit
d'	ADP	case	éloquents
éloquents	NOUN	nmod	voilà
!	PUNCT	punct	reprit
Prenez	VERB	ROOT	Prenez
simplement	ADV	advmod	Prenez
le	DET	det	boulet
modeste	ADJ	amod	boulet
boulet	ADJ	obj	Prenez
de	ADP	case	vingt-quatre
vingt-quatre	NOUN	nmod	boulet
[	PUNCT	punct	Prenez
C'	PRON	advmod	pesant
est	ADV	advmod	pesant
-	ADV	advmod	pesant
à	ADV	advmod	pesant
-	ADV	advmod	pesant
dire	ADV	advmod	pesant
pesant	VERB	ROOT	pesant
vingt-quatre	NUM	nummod	livres
livres	NOUN	obj	pesant
.	PUNCT	punct	pesant
]	PUNCT	punct	toises
;	PUNCT	punct	toises
s'	SCONJ	mark	court
il	PRON	nsubj	court
court	ADJ	advcl	fait
huit	NUM	expl:comp	fois
cent	NUM	fixed	huit
mille	PRON	nummod	fois
fois	NOUN	obl:mod	moins
moins	ADV	advmod	peut
vite	ADV	fixed	moins
que	SCONJ	mark	entendu
l'	DET	det	électricité
électricité	NOUN	nsubj	entendu
,	PUNCT	punct	électricité
six	NUM	dep	fois
cent	NUM	fixed	six
quarante	NUM	nummod	fois
fois	NOUN	obl:mod	moins
moins	ADV	advmod	vite
vite	ADV	advmod	électricité
que	SCONJ	mark	entendu
la	DET	det	lumière
lumière	NOUN	nsubj	entendu
,	PUNCT	punct	lumière
soixante-seize	NUM	nummod	fois
fois	NOUN	dep	lumière
moins	ADV	advmod	fois
vite	ADV	advmod	fois
que	SCONJ	mark	dépasse
la	DET	det	Terre
Terre	NOUN	nsubj	dépasse
dans	ADP	case	mouvement
son	DET	det	mouvement
mouvement	NOUN	nmod	Terre
de	ADP	case	translation
translation	NOUN	nmod	mouvement
autour	ADV	dep	mouvement
du	ADP	case	Soleil
Soleil	NOUN	dep	autour
,	PUNCT	punct	Terre
cependant	ADV	advmod	dépasse
,	PUNCT	punct	dépasse
à	ADP	case	sortie
la	DET	det	sortie
sortie	NOUN	obl:mod	dépasse
du	ADP	case	canon
canon	NOUN	nmod	sortie
,	PUNCT	punct	dépasse
il	PRON	nsubj	dépasse
dépasse	VERB	ccomp	fois
la	DET	det	rapidité
rapidité	NOUN	obj	dépasse
du	ADP	case	son
son	DET	nmod	rapidité
[	PUNCT	punct	lumière
Ainsi	ADV	advmod	entendu
,	PUNCT	punct	entendu
quand	SCONJ	mark	entendu
on	PRON	nsubj	entendu
a	AUX	aux:tense	entendu
entendu	VERB	ccomp	moins
la	DET	det	détonation
détonation	NOUN	obj	entendu
de	ADP	case	bouche
la	DET	det	bouche
bouche	NOUN	nmod	détonation
à	ADP	case	feu
feu	NOUN	nmod	bouche
on	PRON	nsubj	peut
ne	ADV	advmod	peut
peut	VERB	obl:arg	court
plus	ADV	advmod	peut
être	AUX	aux:pass	frappé
frappé	VERB	xcomp	peut
par	ADP	case	boulet
le	DET	det	boulet
boulet	NOUN	obl:agent	frappé
.	PUNCT	punct	court
]	PUNCT	punct	fait
,	PUNCT	punct	fait
il	PRON	nsubj	fait
fait	VERB	advcl	toises
deux	NUM	nummod	cents
cents	NOUN	nsubj	toises
toises	ADJ	ROOT	toises
à	ADP	case	seconde
la	DET	det	seconde
seconde	ADJ	obl:arg	toises
,	PUNCT	punct	toises
deux	NUM	nummod	toises
mille	DET	amod	toises
toises	NOUN	ROOT	toises
en	ADP	case	secondes
dix	NUM	nummod	secondes
secondes	NOUN	nmod	toises
,	PUNCT	punct	toises
quatorze	NUM	nummod	milles
milles	NOUN	dep	,
à	ADP	case	minute
la	DET	det	minute
minute	NOUN	nmod	milles
(	PUNCT	punct	toises
--	PUNCT	punct	lieues
6	NUM	nummod	lieues
lieues	ADJ	ROOT	lieues
)	PUNCT	punct	lieues
,	PUNCT	punct	milles
huit	NUM	dep	milles
cent	NUM	fixed	huit
quarante	NUM	nummod	milles
milles	NOUN	conj	lieues
à	ADP	case	heure
l'	DET	det	heure
heure	NOUN	nmod	milles
(	PUNCT	punct	lieues
--	PUNCT	punct	milles
360	NUM	nummod	lieues
lieues	NOUN	nmod	--
)	PUNCT	punct	--
,	PUNCT	punct	milles
vingt	NUM	nummod	milles
mille	DET	nmod	vingt
cent	NUM	nummod	milles
milles	NOUN	ROOT	milles
par	ADP	case	jour
jour	NOUN	nmod	milles
(	PUNCT	punct	milles
--	PUNCT	punct	8,640
8,640	PROPN	parataxis	milles
lieues	ADJ	flat:name	8,640
)	PUNCT	punct	8,640
,	PUNCT	punct	trente-six
c'	ADV	expl:subj	trente-six
est	ADV	advmod	trente-six
-	ADV	advmod	trente-six
à	ADV	advmod	trente-six
-	ADV	advmod	trente-six
dire	VERB	advmod	trente-six
la	DET	det	vitesse
vitesse	NOUN	obj	dire
des	ADP	case	points
points	NOUN	nmod	vitesse
de	ADP	case	équateur
l'	DET	det	équateur
équateur	NOUN	nmod	points
dans	ADP	case	mouvement
le	DET	det	mouvement
mouvement	NOUN	obl:mod	dire
de	ADP	case	rotation
rotation	NOUN	nmod	mouvement
du	ADP	case	globe
globe	NOUN	nmod	rotation
,	PUNCT	punct	globe
sept	NUM	nummod	millions
millions	NOUN	appos	globe
trois	NUM	punct	millions
cent	NUM	nummod	trente-six
trente-six	NOUN	ROOT	trente-six
mille	ADJ	nmod	trente-six
cinq	NUM	nummod	cents
cents	NOUN	nmod	trente-six
milles	ADJ	amod	cents
par	ADP	case	an
an	NOUN	obl:mod	milles
(	PUNCT	punct	milles
--	PUNCT	punct	3,155,760
3,155,760	NUM	ROOT	3,155,760
lieues	NOUN	nmod	3,155,760
)	PUNCT	punct	3,155,760
.	PUNCT	ROOT	.
Il	PRON	nsubj	mettrait
mettrait	VERB	ROOT	mettrait
donc	ADV	advmod	mettrait
onze	NUM	nummod	jours
jours	NOUN	obj	mettrait
à	ADP	mark	rendre
se	PRON	expl:comp	rendre
rendre	VERB	xcomp	mettrait
à	ADP	case	Lune
la	DET	det	Lune
Lune	NOUN	obl:arg	rendre
,	PUNCT	punct	rendre
douze	VERB	advcl	rendre
ans	NOUN	amod	douze
à	ADP	mark	parvenir
parvenir	VERB	xcomp	douze
au	ADP	case	Soleil
Soleil	NOUN	obl:arg	parvenir
,	PUNCT	punct	soixante
trois	NUM	nummod	soixante
cent	NUM	nummod	soixante
soixante	NOUN	obj	mettrait
ans	ADJ	acl	soixante
à	ADP	mark	atteindre
atteindre	VERB	acl	soixante
Neptune	PROPN	obj	atteindre
aux	ADP	case	limites
limites	NOUN	obl:arg	atteindre
du	ADP	case	monde
monde	NOUN	nmod	limites
solaire	ADJ	amod	monde
.	PUNCT	punct	mettrait
Voilà	VERB	ROOT	Voilà
ce	PRON	obj	Voilà
que	PRON	obj	ferait
ferait	VERB	acl:relcl	ce
ce	DET	det	modeste
modeste	ADJ	nsubj	ferait
boulet	ADJ	amod	modeste
,	PUNCT	punct	modeste
l'	DET	det	ouvrage
ouvrage	NOUN	conj	modeste
de	ADP	case	mains
nos	DET	det	mains
mains	NOUN	nmod	ouvrage
!	PUNCT	punct	Voilà
Que	PRON	ROOT	Que
sera	VERB	dep	Que
-ce	PRON	dep	Que
donc	ADV	advmod	Que
quand	SCONJ	mark	vingtuplant
,	PUNCT	punct	vingtuplant
vingtuplant	VERB	advcl	lancerons
cette	DET	det	vitesse
vitesse	NOUN	obj	vingtuplant
,	PUNCT	punct	lancerons
nous	PRON	nsubj	lancerons
le	PRON	det	lancerons
lancerons	NOUN	obl:arg	Que
avec	ADP	case	rapidité
une	DET	det	rapidité
rapidité	NOUN	nmod	lancerons
de	ADP	case	milles
sept	NUM	nummod	milles
milles	NOUN	nmod	rapidité
à	ADP	case	seconde
la	DET	det	seconde
seconde	ADJ	nmod	rapidité
!	PUNCT	punct	Que
Ah	NOUN	ROOT	Ah
!	PUNCT	punct	Ah
boulet	PRON	nsubj	superbe
superbe	ADJ	ROOT	superbe
!	PUNCT	punct	superbe
splendide	NOUN	ROOT	splendide
projectile	ADJ	amod	splendide
!	PUNCT	punct	splendide
j'	PRON	nsubj	aime
aime	VERB	ROOT	aime
à	ADP	mark	penser
penser	VERB	xcomp	aime
que	SCONJ	mark	reçu
tu	ADP	case	seras
seras	NOUN	obl:mod	reçu
reçu	VERB	ccomp	penser
là	ADV	obl:mod	reçu
-	NOUN	obj	reçu
haut	ADJ	obj	reçu
avec	ADP	case	honneurs
les	DET	det	honneurs
honneurs	NOUN	obl:mod	reçu
dus	VERB	acl	honneurs
à	ADP	case	ambassadeur
un	DET	det	ambassadeur
ambassadeur	NOUN	obl:arg	dus
terrestre	NOUN	nmod	ambassadeur
!	PUNCT	punct	aime
»	PUNCT	ROOT	»
Des	DET	det	hurrahs
hurrahs	NOUN	nsubj	accueillirent
accueillirent	VERB	ROOT	accueillirent
cette	DET	det	péroraison
ronflante	ADJ	amod	péroraison
péroraison	NOUN	obj	accueillirent
,	PUNCT	punct	péroraison
et	CCONJ	cc	J.-T.
J.-T.	PROPN	conj	péroraison
Maston	PROPN	flat:name	J.-T.
,	PUNCT	punct	J.-T.
tout	ADV	advmod	ému
ému	VERB	appos	J.-T.
,	PUNCT	punct	assit
s'	PRON	expl:comp	assit
assit	VERB	conj	accueillirent
au	ADP	case	milieu
milieu	NOUN	obl:arg	assit
des	ADP	case	félicitations
félicitations	NOUN	nmod	milieu
de	ADP	case	collègues
ses	DET	det	collègues
collègues	NOUN	nmod	félicitations
.	PUNCT	punct	accueillirent
«	ADJ	ROOT	«
Et	CCONJ	cc	dit
maintenant	ADV	advmod	dit
,	PUNCT	punct	dit
dit	VERB	ROOT	dit
Barbicane	PROPN	flat:name	dit
,	PUNCT	punct	dit
que	PRON	mark	fait
nous	PRON	nsubj	fait
avons	AUX	aux:tense	fait
fait	VERB	ccomp	dit
une	DET	det	large
large	NOUN	obj	fait
part	NOUN	amod	large
à	ADP	case	poésie
la	DET	det	poésie
poésie	NOUN	nmod	large
,	PUNCT	punct	dit
attaquons	NOUN	dep	dit
directement	ADV	advmod	attaquons
la	DET	det	question
question	NOUN	obj	attaquons
.	PUNCT	punct	dit
--Nous	DET	nsubj	prêts
sommes	AUX	nsubj	prêts
prêts	ADJ	nsubj	répondirent
,	PUNCT	punct	prêts
répondirent	VERB	ROOT	répondirent
les	DET	det	membres
membres	NOUN	obj	répondirent
du	ADP	case	Comité
Comité	NOUN	nmod	membres
en	ADP	mark	absorbant
absorbant	VERB	acl	Comité
chacun	PRON	obj	absorbant
une	DET	det	demi-douzaine
demi-douzaine	NOUN	obj	absorbant
de	ADP	case	sandwiches
sandwiches	NOUN	nmod	demi-douzaine
.	PUNCT	punct	répondirent
--Vous	PRON	nsubj	savez
savez	VERB	ROOT	savez
quel	ADJ	dep	savez
est	AUX	cop	problème
le	DET	det	problème
problème	NOUN	nsubj	savez
à	ADP	mark	résoudre
résoudre	VERB	acl	problème
,	PUNCT	punct	résoudre
reprit	VERB	acl	problème
le	DET	det	président
président	NOUN	obj	reprit
;	PUNCT	punct	savez
il	PRON	expl:subj	agit
s'	PRON	expl:comp	agit
agit	VERB	ROOT	agit
d'	ADP	mark	imprimer
imprimer	VERB	xcomp	agit
à	ADP	case	projectile
un	DET	det	projectile
projectile	NOUN	obl:mod	imprimer
une	DET	det	vitesse
vitesse	NOUN	obj	imprimer
de	ADP	case	douze
douze	NOUN	nmod	vitesse
mille	NUM	amod	vitesse
yards	NOUN	acl	vitesse
par	ADP	case	seconde
seconde	ADJ	obl:mod	imprimer
.	PUNCT	punct	agit
J'	PRON	nsubj	ai
ai	VERB	ROOT	ai
lieu	NOUN	obj	ai
de	ADP	mark	penser
penser	VERB	xcomp	ai
que	SCONJ	mark	réussirons
nous	PRON	nsubj	réussirons
y	PRON	iobj	réussirons
réussirons	NOUN	ccomp	penser
.	PUNCT	punct	ai
Mais	CCONJ	cc	examinons
,	PUNCT	punct	examinons
en	ADP	case	moment
ce	DET	det	moment
moment	NOUN	obl:mod	examinons
,	PUNCT	punct	examinons
examinons	NOUN	ROOT	examinons
les	DET	det	vitesses
vitesses	NOUN	obj	examinons
obtenues	ADJ	amod	vitesses
jusqu'	ADP	case	ici
ici	ADV	obl:mod	examinons
;	PUNCT	punct	examinons
le	DET	det	général
général	NOUN	nsubj	pourra
Morgan	PROPN	flat:name	général
pourra	VERB	ROOT	pourra
nous	PRON	expl:comp	édifier
édifier	VERB	xcomp	pourra
à	ADP	case	égard
cet	DET	det	égard
égard	NOUN	obl:arg	édifier
.	PUNCT	punct	pourra
--D'	PRON	advmod	facilement
autant	ADV	dep	--D'
plus	ADV	advmod	facilement
facilement	ADV	advmod	répondit
,	PUNCT	punct	répondit
répondit	VERB	ROOT	répondit
le	DET	det	général
général	NOUN	obj	répondit
,	PUNCT	punct	répondit
que	SCONJ	mark	membre
,	PUNCT	punct	membre
pendant	ADP	case	guerre
la	DET	det	guerre
guerre	NOUN	obl:mod	membre
,	PUNCT	punct	membre
j'	PRON	nsubj	membre
étais	AUX	cop	membre
membre	NOUN	ccomp	répondit
de	ADP	case	commission
la	DET	det	commission
commission	NOUN	nmod	membre
d'	ADP	case	expérience
expérience	NOUN	nmod	commission
.	PUNCT	punct	répondit
Je	PRON	nsubj	dirai
vous	PRON	iobj	dirai
dirai	VERB	ROOT	dirai
donc	ADV	advmod	dirai
que	SCONJ	mark	imprimaient
les	DET	det	canons
canons	NOUN	nsubj	imprimaient
de	ADP	case	cent
cent	PRON	nmod	canons
de	ADP	case	Dahlgreen
Dahlgreen	PROPN	nmod	canons
,	PUNCT	punct	canons
qui	PRON	nsubj	portaient
portaient	VERB	acl:relcl	canons
à	ADP	case	mille
deux	NUM	nummod	mille
mille	NUM	obl:arg	portaient
cinq	NUM	nummod	cents
cents	NOUN	nsubj	imprimaient
toises	ADJ	amod	cents
,	PUNCT	punct	imprimaient
imprimaient	ADV	ccomp	dirai
à	ADP	case	projectile
leur	DET	det	projectile
projectile	NOUN	obl:mod	imprimaient
une	DET	det	vitesse
vitesse	NOUN	obj	imprimaient
initiale	ADJ	amod	vitesse
de	ADP	case	cents
cinq	NUM	nummod	cents
cents	NOUN	nmod	imprimaient
yards	ADJ	acl	cents
à	ADP	case	seconde
la	DET	det	seconde
seconde	ADJ	nmod	cents
.	PUNCT	punct	dirai
--Bien	ADJ	ROOT	--Bien
.	PUNCT	ROOT	.
Et	CCONJ	cc	Columbiad
la	DET	det	Columbiad
Columbiad	PRON	ROOT	Columbiad
[	PUNCT	punct	Columbiad
Les	DET	det	Américains
Américains	NOUN	nsubj	donnaient
donnaient	VERB	ROOT	donnaient
le	DET	det	nom
nom	NOUN	obj	donnaient
de	ADP	case	Columbiad
Columbiad	NUM	nmod	nom
à	ADP	case	énormes
ces	DET	det	énormes
énormes	NOUN	obl:arg	donnaient
engins	NOUN	obj	donnaient
de	ADP	case	destruction
destruction	NOUN	nmod	engins
.	PUNCT	punct	donnaient
]	PUNCT	punct	Rodman
Rodman	PROPN	ROOT	Rodman
?	PUNCT	punct	Rodman
demanda	VERB	ROOT	demanda
le	DET	det	président
président	NOUN	obj	demanda
.	PUNCT	punct	demanda
--La	VERB	ROOT	--La
Columbiad	PROPN	nummod	essayée
Rodman	PROPN	flat:name	Columbiad
,	PUNCT	punct	Columbiad
essayée	NOUN	ROOT	essayée
au	ADP	case	fort
fort	NOUN	nmod	essayée
Hamilton	PROPN	flat:name	fort
,	PUNCT	punct	essayée
près	ADV	advmod	lançait
de	ADP	dep	New
New	PROPN	dep	près
York	PROPN	flat:name	New
,	PUNCT	punct	lançait
lançait	VERB	acl:relcl	essayée
un	DET	det	boulet
boulet	NOUN	obj	lançait
pesant	VERB	acl	boulet
une	DET	det	demi-tonne
demi-tonne	NOUN	obj	pesant
à	ADP	case	distance
une	DET	det	distance
distance	NOUN	nmod	demi-tonne
de	ADP	case	milles
six	NUM	nummod	milles
milles	NOUN	nmod	distance
,	PUNCT	punct	lançait
avec	ADP	case	vitesse
une	DET	det	vitesse
vitesse	NOUN	obl:mod	lançait
de	ADP	case	cents
huit	NUM	nummod	cents
cents	NOUN	nmod	vitesse
yards	VERB	acl	cents
par	ADP	case	seconde
seconde	ADJ	nmod	vitesse
,	PUNCT	punct	résultat
résultat	NOUN	conj	vitesse
que	PRON	obj	obtenu
n'	ADV	advmod	obtenu
ont	AUX	aux:tense	obtenu
jamais	ADV	advmod	obtenu
obtenu	VERB	acl:relcl	résultat
Armstrong	PROPN	obj	obtenu
et	CCONJ	cc	Palliser
Palliser	VERB	conj	obtenu
en	ADP	case	Angleterre
Angleterre	PROPN	obl:arg	Palliser
.	PUNCT	ROOT	.
--Oh	PROPN	ROOT	--Oh
!	PUNCT	punct	--Oh
les	DET	det	Anglais
Anglais	PROPN	ROOT	Anglais
!	PUNCT	punct	Anglais
fit	VERB	ROOT	fit
J.-T.	PROPN	appos	fit
Maston	PROPN	flat:name	J.-T.
en	ADP	case	tournant
tournant	NOUN	nmod	fit
vers	ADP	case	horizon
l'	DET	det	horizon
horizon	NOUN	nmod	tournant
de	ADP	case	est
l'	DET	det	est
est	AUX	cop	redoutable
son	DET	det	redoutable
redoutable	NOUN	acl:relcl	horizon
crochet	ADJ	amod	redoutable
.	PUNCT	punct	fit
--Ainsi	ADP	case	vitesse
donc	ADV	fixed	--Ainsi
,	PUNCT	punct	reprit
reprit	VERB	conj	--Ainsi
Barbicane	PROPN	obj	reprit
,	PUNCT	punct	vitesse
ces	DET	det	cents
huit	NUM	nummod	cents
cents	NOUN	nsubj	vitesse
yards	ADJ	amod	cents
seraient	AUX	cop	vitesse
la	DET	det	vitesse
vitesse	NOUN	ROOT	vitesse
maximum	ADJ	amod	vitesse
atteinte	NOUN	amod	vitesse
jusqu'	ADP	case	ici
ici	ADV	nmod	vitesse
?	PUNCT	punct	vitesse
--Oui	ADJ	ROOT	--Oui
,	PUNCT	punct	répondit
répondit	VERB	ROOT	répondit
Morgan	PROPN	nsubj	répondit
.	PUNCT	punct	répondit
--Je	NOUN	ROOT	--Je
dirai	ADJ	amod	--Je
,	PUNCT	punct	--Je
cependant	ADV	advmod	--Je
,	PUNCT	punct	répliqua
répliqua	NOUN	ROOT	répliqua
J.-T.	PROPN	appos	répliqua
Maston	PROPN	flat:name	J.-T.
,	PUNCT	punct	répliqua
que	SCONJ	mark	éclaté
si	SCONJ	mark	éclaté
mon	DET	det	mortier
mortier	NOUN	nsubj	éclaté
n'	ADV	advmod	éclaté
eût	ADV	advmod	éclaté
pas	ADV	advmod	éclaté
éclaté	ADJ	amod	répliqua
...	PUNCT	punct	répliqua
--Oui	NUM	ROOT	--Oui
,	PUNCT	ROOT	,
mais	CCONJ	cc	éclaté
il	PRON	nsubj	éclaté
a	AUX	aux:tense	éclaté
éclaté	VERB	advcl	répondit
,	PUNCT	punct	répondit
répondit	VERB	ROOT	répondit
Barbicane	PROPN	flat:name	répondit
avec	ADP	case	geste
un	DET	det	geste
geste	NOUN	obl:mod	répondit
bienveillant	ADJ	amod	geste
.	PUNCT	punct	répondit
Prenons	NOUN	ROOT	Prenons
donc	ADV	advmod	Prenons
pour	ADP	case	point
point	NOUN	nmod	Prenons
de	ADP	case	départ
départ	NOUN	nmod	point
cette	DET	det	vitesse
vitesse	NOUN	dep	Prenons
de	ADP	case	cents
huit	NUM	nummod	cents
cents	NOUN	nmod	vitesse
yards	ADJ	amod	cents
.	PUNCT	punct	Prenons
Il	PRON	nsubj	faudra
faudra	VERB	ROOT	faudra
la	DET	det	vingtupler
vingtupler	NOUN	obj	faudra
.	PUNCT	punct	faudra
Aussi	ADV	advmod	réservant
,	PUNCT	punct	réservant
réservant	VERB	advcl	appellerai
pour	ADP	case	séance
une	DET	det	séance
autre	ADJ	amod	séance
séance	NOUN	obl:mod	réservant
la	DET	det	discussion
discussion	NOUN	nmod	séance
des	ADP	case	moyens
moyens	NOUN	nmod	discussion
destinés	VERB	acl	moyens
à	ADP	mark	produire
produire	VERB	xcomp	destinés
cette	DET	det	vitesse
vitesse	NOUN	obj	produire
,	PUNCT	punct	appellerai
j'	PRON	nsubj	appellerai
appellerai	VERB	ROOT	appellerai
votre	DET	det	attention
attention	NOUN	obj	appellerai
,	PUNCT	punct	collègues
mes	DET	det	collègues
chers	ADJ	amod	collègues
collègues	NOUN	conj	appellerai
,	PUNCT	punct	appellerai
sur	ADP	case	dimensions
les	DET	det	dimensions
dimensions	NOUN	obl:arg	appellerai
qu'	SCONJ	dep	convient
il	PRON	expl:subj	convient
convient	VERB	acl:relcl	dimensions
de	ADP	mark	donner
donner	VERB	acl	convient
au	ADP	case	boulet
boulet	NOUN	obl:arg	donner
.	PUNCT	punct	appellerai
Vous	PRON	nsubj	pensez
pensez	VERB	ROOT	pensez
bien	ADV	advmod	pensez
qu'	SCONJ	mark	agit
il	PRON	expl:subj	agit
ne	ADV	advmod	agit
s'	PRON	expl:comp	agit
agit	VERB	ccomp	pensez
plus	ADV	advmod	ici
ici	ADV	advmod	agit
de	ADP	case	projectiles
projectiles	NOUN	obl:arg	agit
pesant	VERB	acl	projectiles
au	ADP	advmod	demi-tonne
plus	ADV	fixed	au
une	DET	det	demi-tonne
demi-tonne	NOUN	obl:arg	pesant
!	PUNCT	punct	pensez
--Pourquoi	ADV	ROOT	--Pourquoi
pas	ADV	advmod	--Pourquoi
?	PUNCT	punct	--Pourquoi
demanda	VERB	ROOT	demanda
le	DET	det	major
major	NOUN	obj	demanda
.	PUNCT	punct	demanda
--Parce	NOUN	nsubj	doit
que	SCONJ	mark	répondit
ce	DET	det	boulet
boulet	NOUN	nsubj	répondit
,	PUNCT	punct	répondit
répondit	VERB	dep	--Parce
vivement	ADV	advmod	répondit
J.-T.	PROPN	xcomp	répondit
Maston	PROPN	flat:name	J.-T.
,	PUNCT	punct	doit
doit	VERB	ROOT	doit
être	AUX	cop	gros
assez	ADV	advmod	gros
gros	ADJ	xcomp	doit
pour	ADP	mark	attirer
attirer	VERB	advcl	gros
l'	DET	det	attention
attention	NOUN	obj	attirer
des	ADP	case	habitants
habitants	NOUN	nmod	attention
de	ADP	case	Lune
la	DET	det	Lune
Lune	NOUN	nmod	habitants
,	PUNCT	punct	doit
s'	SCONJ	mark	existe
il	PRON	expl:subj	existe
en	PRON	iobj	existe
existe	VERB	advcl	doit
toutefois	ADV	advmod	existe
.	PUNCT	punct	doit
--Oui	ADJ	ROOT	--Oui
,	PUNCT	punct	répondit
répondit	VERB	ROOT	répondit
Barbicane	PROPN	nmod	répondit
,	PUNCT	punct	répondit
et	CCONJ	cc	raison
pour	ADP	case	raison
une	DET	det	raison
autre	ADJ	amod	raison
raison	NOUN	conj	répondit
plus	ADV	advmod	importante
importante	ADJ	amod	raison
encore	ADV	advmod	importante
.	PUNCT	punct	répondit
--Que	PRON	nsubj	voulez
voulez	VERB	ROOT	voulez
